	WORD	CEFR	CLUE
7123	pêche	c1	['the act of someone who fishes as a diversion', 'the occupation of catching fish for a living', 'fishing with a hook and line (and usually a pole)', 'divulge confidential information or secrets', 'a workplace where fish are caught and processed and sold', 'a shade of pink tinged with yellow', 'a feeling of great (usually exaggerated) elation', 'downy juicy fruit with sweet yellowish or whitish flesh', 'the flesh of fish used as food', 'the twelfth sign of the zodiac; the sun is in this sign from about February 19 to March 20', 'a very attractive or seductive looking woman', 'cultivated in temperate regions']
7124	pêcher	c1	['the act of photographing a scene or part of a scene without interruption', 'catch or try to catch fish or shellfish', 'seek indirectly', 'a fastener that fastens or locks a door or window', 'downy juicy fruit with sweet yellowish or whitish flesh', 'the twelfth sign of the zodiac; the sun is in this sign from about February 19 to March 20', 'a very attractive or seductive looking woman', 'cultivated in temperate regions']
7125	pêcheur	b1	['large dark brown North American arboreal carnivorous mammal', 'someone whose occupation is catching fish']
7126	pôle	c1	"['deoxidize molten metals by stirring them with a wooden pole', 'support on poles', 'propel with a pole', 'one of the two ends of a magnet where the magnetism seems to be concentrated', 'a long fiberglass sports implement used for pole vaulting', 'a contact on an electrical device (such as a battery) at which electric current enters or leaves', 'one of two divergent or mutually exclusive opinions', ""one of two antipodal points where the Earth's axis of rotation intersects the Earth's surface"", ""one of two points of intersection of the Earth's axis and the celestial sphere"", 'a native or inhabitant of Poland']"
7127	quadrille	b2	['four people considered as a unit']
7128	quadriller	b1	['set boundaries to and delimit']
7129	quai	b2	['a platform built out from the shore into the water and supported by piles; provides access to ships and boats', 'a raised horizontal surface', 'wharf usually built parallel to the shoreline', 'a place where a craft can be made fast']
7130	qualification	b2	['the act of modifying or changing the strength of some idea', 'an attribute that must be met or complied with and that fits a person for something', 'an ability that has been acquired by training', 'a statement that limits or restricts some claim']
7131	qualifier	b1	['add a modifier to a constituent', 'make more specific', 'describe or portray the character or the qualities or peculiarities of', 'pronounce fit or able', 'specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement', 'name formally or designate with a term', 'prove capable or fit; meet requirements']
7132	qualitatif	c1	['involving distinctions based on qualities']
7133	qualité	c1	['of high social status', 'of superior grade', 'an essential and distinguishing attribute of something or someone; --Shakespeare', 'a degree or grade of excellence or worth', '(music) the distinctive property of a complex sound (a voice or noise or musical sound)', 'tolerance for alcohol', 'a characteristic property that defines the apparent individual nature of something', 'high social status']
7134	quand	b2	"[""to the same degree (often followed by `as')"", 'as soon as']"
7135	quantifier	c1	['express as a number or measure or quantity', 'use as a quantifier', 'apply quantum theory to; restrict the number of possible values of (a quantity) or states of (a physical entity or system) so that certain variables can assume only certain discrete magnitudes that are integral multiples of a common factor', 'approximate (a signal varying continuously in amplitude) by one whose amplitude is restricted to a prescribed set of discrete values']
7136	quantique	c1	['(physics) the smallest discrete quantity of some physical property that a system can possess (according to quantum theory)', 'a discrete amount of something that is analogous to the quantities in quantum theory']
7137	quantité	c1	['how much there is or how many there are of something that you can quantify', 'develop into', 'be tantamount or equivalent to', 'anything (straws or pebbles etc.) taken or chosen at random', 'a flat surface at right angles to a plumb line', 'an adequate or large amount', 'the concept that something has a magnitude and can be represented in mathematical expressions by a constant or a variable', '(physics) the smallest discrete quantity of some physical property that a system can possess (according to quantum theory)', 'a discrete amount of something that is analogous to the quantities in quantum theory', 'a quantity obtained by the addition of a group of numbers']
7138	quarantaine	c1	['place into enforced isolation, as for medical reasons', 'isolation to prevent the spread of infectious disease', 'enforced isolation of patients suffering from a contagious disease in order to prevent the spread of disease']
